[2026-04-17 13:08:30,697] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-04-17 13:08:31,538] 107 dagshub - INFO - Accessing as foued-firas
[2026-04-17 13:08:34,309] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/foued-firas/-Network-Security-System "HTTP/1.1 200 OK"
[2026-04-17 13:08:37,486] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-04-17 13:08:37,488] 107 dagshub - INFO - Initialized MLflow to track repo "foued-firas/-Network-Security-System"
[2026-04-17 13:08:37,489] 107 dagshub - INFO - Repository foued-firas/-Network-Security-System initialized!
[2026-04-17 13:08:38,349] 1025 httpx - INFO - HTTP Request: GET https://huggingface.co/api/models/Fyiras/network-security-model/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-04-17 13:08:38,400] 1025 httpx - INFO - HTTP Request: GET https://huggingface.co/api/models/Fyiras/network-security-model/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-04-17 13:08:38,543] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/latest.json "HTTP/1.1 307 Temporary Redirect"
[2026-04-17 13:08:38,875] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260417_020304.json "HTTP/1.1 307 Temporary Redirect"
[2026-04-17 13:08:38,877] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Fyiras/network-security-model/f26a706da04319f296f3768d4d38666e258e2dec/latest.json "HTTP/1.1 200 OK"
[2026-04-17 13:08:39,468] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Fyiras/network-security-model/f26a706da04319f296f3768d4d38666e258e2dec/metadata_20260417_020304.json "HTTP/1.1 200 OK"
[2026-04-17 13:08:39,488] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/model_20260417_020304.pkl "HTTP/1.1 302 Found"
[2026-04-17 13:08:39,695] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260417_012327.json "HTTP/1.1 307 Temporary Redirect"
[2026-04-17 13:08:39,704] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/preprocessor_20260417_020304.pkl "HTTP/1.1 302 Found"
[2026-04-17 13:08:39,816] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Fyiras/network-security-model/f26a706da04319f296f3768d4d38666e258e2dec/metadata_20260417_012327.json "HTTP/1.1 200 OK"
[2026-04-17 13:08:40,147] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260416_235233.json "HTTP/1.1 307 Temporary Redirect"
[2026-04-17 13:08:40,401] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Fyiras/network-security-model/f26a706da04319f296f3768d4d38666e258e2dec/metadata_20260416_235233.json "HTTP/1.1 200 OK"
[2026-04-17 13:08:40,849] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260416_175635.json "HTTP/1.1 404 Not Found"
[2026-04-17 13:08:41,321] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260416_172643.json "HTTP/1.1 404 Not Found"
[2026-04-17 13:08:41,642] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260416_171656.json "HTTP/1.1 404 Not Found"
[2026-04-17 13:08:42,062] 1025 httpx - INFO - HTTP Request: HEAD https://huggingface.co/Fyiras/network-security-model/resolve/main/metadata_20260416_170706.json "HTTP/1.1 404 Not Found"
